id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,fare_amount
id0183,1,2024-01-28 02:17:00,2024-01-28 02:31:00,4,-73.98949245955933,40.73922679246871,-74.00293887871977,40.738819448362804,0.31,4.1
id0184,2,2024-01-11 16:17:00,2024-01-11 16:39:00,1,-73.99599498963333,40.73231370706254,-73.97123589479436,40.765351435398536,3.94,17.35
id0185,2,2024-01-27 18:37:00,2024-01-27 19:56:00,2,-74.00304419003122,40.74584968075611,-73.97967046097183,40.75784082472215,0.25,4.0
id0186,1,2024-01-15 17:30:00,2024-01-15 17:55:00,2,-74.00102237712653,40.738952704592904,-73.98852102308426,40.75371759739367,1.3,6.5
id0187,2,2024-01-15 10:55:00,2024-01-15 10:56:00,3,-73.97490156549478,40.74062400170355,-74.00481940314869,40.76554992319476,4.67,14.1
id0188,1,2024-01-19 12:14:00,2024-01-19 12:43:00,2,-73.977619357011,40.75620967922556,-73.98796570517563,40.73347947039645,0.79,5.93
id0189,1,2024-01-11 23:30:00,2024-01-11 23:36:00,4,-73.99960984864958,40.758936804547545,-73.99016497059685,40.733241848636304,0.37,4.26
id0190,2,2024-01-13 21:50:00,2024-01-13 22:07:00,1,-74.00695476562038,40.76404827656195,-73.99019413891943,40.74922346309307,1.35,7.92
id0191,2,2024-01-02 04:32:00,2024-01-02 04:58:00,1,-73.9960876316839,40.757120646102365,-73.98737072144016,40.74068113080678,3.16,15.42
id0192,1,2024-01-28 14:06:00,2024-01-28 14:29:00,2,-73.98366192661366,40.76402326916377,-73.9753082319616,40.758334519068605,2.72,11.3
id0193,1,2024-01-24 04:26:00,2024-01-24 04:43:00,1,-73.98279436912958,40.75474445512861,-73.97989133441769,40.736344204211726,3.19,14.94
id0194,1,2024-01-16 08:21:00,2024-01-16 08:51:00,2,-74.00883010867861,40.76303267002259,-74.00484520530105,40.74340475417036,2.04,9.62
id0195,1,2024-01-28 10:54:00,2024-01-28 10:56:00,2,-73.97728131903523,40.76328536711831,-73.98970129064956,40.730255434868674,0.51,4.71
id0196,2,2024-01-11 20:45:00,2024-01-11 20:59:00,2,-73.97075255287889,40.755272541080664,-73.99960785675742,40.75536022812398,1.16,7.38
id0197,1,2024-01-20 02:15:00,2024-01-20 02:37:00,1,-74.00572077444691,40.76044111610008,-73.98834933685295,40.76851968015436,0.63,5.06
id0198,1,2024-01-24 02:27:00,2024-01-24 02:42:00,4,-73.97271887577959,40.734100389119625,-73.97251086051054,40.757515428892034,0.2,3.79
id0199,1,2024-01-15 05:44:00,2024-01-15 05:49:00,1,-73.98167311645419,40.73269402405875,-73.98671318159295,40.743835322278116,1.45,6.77
id0200,1,2024-01-11 01:18:00,2024-01-11 01:18:00,2,-73.9751385277539,40.768939558767094,-73.97124488578856,40.759986073269715,0.21,3.57
id0201,1,2024-01-08 16:26:00,2024-01-08 16:47:00,4,-74.00901652334164,40.73088494206116,-73.99705559123402,40.74954572761619,2.21,9.92
id0202,1,2024-01-06 05:05:00,2024-01-06 05:22:00,2,-73.99216389174492,40.740945066651264,-73.97011501999368,40.74704725208944,0.9,5.9
id0203,1,2024-01-16 18:09:00,2024-01-16 18:11:00,3,-73.97820761804999,40.75774728903126,-74.00116921548845,40.733295241824635,1.71,7.21
id0204,2,2024-01-15 08:42:00,2024-01-15 08:57:00,4,-73.99906961892006,40.768034542490014,-74.00395768432875,40.747293392041705,4.31,11.7
id0205,2,2024-01-29 09:43:00,2024-01-29 09:51:00,1,-73.98445896209343,40.745903775918514,-73.99903139190604,40.76935910591839,0.79,5.44
id0206,2,2024-01-12 18:19:00,2024-01-12 18:52:00,2,-74.00080181576435,40.738524188161,-74.00875463668461,40.756066673015034,0.69,5.26
id0207,2,2024-01-15 09:12:00,2024-01-15 09:41:00,4,-73.99107160373234,40.76872773711659,-74.00257897937188,40.76474492671822,2.25,12.0
id0208,2,2024-01-04 07:24:00,2024-01-04 07:46:00,2,-73.97620867087532,40.76044095963772,-73.98495118713474,40.73524979510729,0.2,3.63
id0209,2,2024-01-23 09:01:00,2024-01-23 09:39:00,3,-73.98533398741917,40.761861491639046,-73.9907391059395,40.7346923275585,0.2,3.79
id0210,2,2024-01-09 00:36:00,2024-01-09 00:53:00,4,-73.99278776420401,40.73802098906801,-73.99033621813034,40.732568357483004,1.31,7.89
id0211,1,2024-01-30 19:47:00,2024-01-30 19:51:00,1,-73.9780976359745,40.74241447835694,-73.99179119403672,40.73046482159632,0.2,3.6
id0212,1,2024-01-20 11:14:00,2024-01-20 11:21:00,2,-73.99080244661131,40.75400082192477,-73.99833349685163,40.75779927544506,2.95,12.66
id0213,2,2024-01-22 23:49:00,2024-01-22 00:11:00,4,-74.00841524698606,40.749220277890316,-74.00580279286326,40.7396818006345,6.48,24.5
id0214,1,2024-01-21 03:57:00,2024-01-21 03:59:00,1,-73.99004447386194,40.75472622937272,-73.98190140117823,40.75238594733948,0.2,3.65
id0215,2,2024-01-26 14:02:00,2024-01-26 14:07:00,3,-73.98929153426461,40.73351465996579,-73.99597492275163,40.731328124351656,0.2,3.63
id0216,1,2024-01-03 09:20:00,2024-01-03 09:27:00,1,-74.00469136983827,40.752701633930464,-73.9824214012345,40.76202346796436,0.33,4.15
id0217,1,2024-01-05 17:56:00,2024-01-05 17:58:00,2,-74.00581728638662,40.75545720998174,-73.98174097094052,40.731263445793026,4.13,19.28
id0218,2,2024-01-27 05:16:00,2024-01-27 05:16:00,2,-73.98834814658795,40.758362420778035,-73.97516123505015,40.7585634772853,2.43,12.3
id0219,2,2024-01-24 10:51:00,2024-01-24 10:57:00,1,-73.97740699545014,40.73320459385539,-73.97420733375758,40.75190369504615,2.55,8.69
id0220,1,2024-01-25 07:55:00,2024-01-25 08:04:00,3,-73.98425689219214,40.751056106437446,-73.98073641912978,40.73326519928122,0.2,3.67
id0221,2,2024-01-28 17:23:00,2024-01-28 17:27:00,2,-74.00361821279547,40.76487134266369,-74.00123144050568,40.769034610232765,0.62,4.35
id0222,1,2024-01-09 17:07:00,2024-01-09 17:10:00,3,-73.9784120597143,40.756348311020034,-73.99007217134186,40.75221454203751,1.91,8.56
id0223,2,2024-01-19 12:52:00,2024-01-19 12:55:00,1,-73.97014664335772,40.76899172648587,-73.98398697254612,40.73798169803717,1.71,8.6
id0224,1,2024-01-22 07:30:00,2024-01-22 07:31:00,2,-74.00877389991176,40.74030731554045,-73.99149508173042,40.764730900216335,1.95,7.0
id0225,2,2024-01-30 19:14:00,2024-01-30 19:34:00,3,-73.99298026662207,40.74383739970188,-73.99515844948061,40.76950598254944,0.2,3.66
id0226,2,2024-01-30 22:19:00,2024-01-30 22:49:00,1,-73.9868529836571,40.747544616767584,-73.9809896935834,40.74946675765699,3.1,13.23
id0227,1,2024-01-02 01:19:00,2024-01-02 01:53:00,1,-73.99313116292505,40.7410731118894,-73.98630598685627,40.76649453382467,0.35,4.4
id0228,1,2024-01-08 17:08:00,2024-01-08 17:22:00,1,-73.98473759119629,40.75932452089661,-74.00473729259491,40.75863299858728,3.6,13.0
id0229,2,2024-01-19 23:46:00,2024-01-19 23:48:00,2,-74.00049826700304,40.76885580376167,-74.00276092189162,40.76417540373478,1.02,5.36
id0230,1,2024-01-27 15:39:00,2024-01-27 15:43:00,1,-73.97517000394909,40.74781221020011,-73.9894073058428,40.74436933477599,1.35,6.8
id0231,1,2024-01-23 11:13:00,2024-01-23 11:15:00,1,-73.99435673853392,40.76877649289341,-73.99967466269194,40.75626946658165,0.59,4.7
id0232,2,2024-01-04 21:23:00,2024-01-04 21:45:00,3,-74.00476505357126,40.76879284180314,-73.99184841834465,40.73944201853386,0.2,3.62
id0233,2,2024-01-02 12:17:00,2024-01-02 12:19:00,1,-73.98920904205775,40.74348012705725,-73.9768446653647,40.74723550094647,0.43,4.02
id0234,2,2024-01-03 21:13:00,2024-01-03 21:27:00,2,-73.98172891132458,40.73668167631604,-74.00329523134846,40.73146685707734,2.0,9.57
id0235,1,2024-01-02 10:15:00,2024-01-02 10:31:00,4,-73.99101476497,40.76376681795877,-73.97777319388199,40.75341417457587,3.04,15.09
id0236,1,2024-01-03 17:13:00,2024-01-03 17:16:00,4,-74.00552321522409,40.74078998446068,-74.00771652575642,40.75124678112004,4.14,16.14
id0237,1,2024-01-11 04:50:00,2024-01-11 04:50:00,1,-74.00511560343959,40.74808796113134,-73.97264499929888,40.74264624419907,1.06,7.03
id0238,2,2024-01-28 04:08:00,2024-01-28 04:08:00,4,-74.0040662719615,40.769465204918355,-73.97139525214256,40.73019759923738,4.55,17.02
id0239,1,2024-01-04 21:55:00,2024-01-04 22:10:00,1,-73.9752832682192,40.74818959422535,-73.98937615885683,40.749553863210274,1.65,6.39
id0240,2,2024-01-26 07:37:00,2024-01-26 07:39:00,1,-74.00880105640509,40.742317197663645,-73.98181276949053,40.73807413808492,1.68,7.45
id0241,2,2024-01-02 04:47:00,2024-01-02 05:39:00,1,-74.00624397136842,40.75690408472901,-73.99224999122781,40.7647256901751,0.29,3.82
id0242,1,2024-01-16 14:49:00,2024-01-16 15:06:00,2,-73.97647538841407,40.767784568778964,-73.98267007886841,40.749886990560334,1.44,6.92
id0243,1,2024-01-15 16:14:00,2024-01-15 16:44:00,1,-73.98717561013444,40.731215482387874,-73.97276205217972,40.75758107004126,1.69,9.58
id0244,2,2024-01-15 20:01:00,2024-01-15 20:04:00,2,-73.98364458119069,40.74575457622617,-73.98395068091834,40.73426372121232,1.61,6.42
id0245,2,2024-01-14 21:06:00,2024-01-14 22:57:00,2,-74.00807151844558,40.76908696736885,-73.99372368157108,40.764830138013494,2.29,9.83
id0246,1,2024-01-29 02:20:00,2024-01-29 02:32:00,1,-73.98046203162994,40.76514062245205,-73.99383438713396,40.74308132646253,1.65,8.31
id0247,1,2024-01-09 19:40:00,2024-01-09 20:04:00,3,-73.97950859460893,40.761912545954345,-73.99257666740748,40.762713368647,0.2,3.63
id0248,2,2024-01-13 19:33:00,2024-01-13 19:44:00,2,-74.00976965358007,40.74298343319601,-73.99534153860515,40.74584690766437,1.78,7.61
id0249,2,2024-01-04 22:07:00,2024-01-04 22:14:00,3,-73.99205225509509,40.73950176523498,-73.99506992833481,40.739090785090525,0.2,3.74
id0250,1,2024-01-14 14:56:00,2024-01-14 15:09:00,1,-73.9832714880578,40.754779613840384,-73.99146023824797,40.74519143120717,2.99,10.35
id0251,2,2024-01-13 13:46:00,2024-01-13 13:56:00,2,-73.9908327248948,40.73102568263226,-73.99635008689495,40.74520782475143,0.76,4.66
id0252,2,2024-01-22 08:23:00,2024-01-22 08:36:00,3,-73.98865589813092,40.75431620371174,-73.97940466953831,40.76251942954865,1.9,10.42
id0253,2,2024-01-03 02:53:00,2024-01-03 03:39:00,2,-74.00927069669294,40.73783111942734,-74.00969748500087,40.75589898856619,3.42,10.42
id0254,1,2024-01-24 23:23:00,2024-01-24 23:27:00,2,-73.97291861820814,40.732410695611584,-73.97262255892777,40.74406490748959,0.2,3.72
id0255,1,2024-01-19 17:35:00,2024-01-19 17:44:00,1,-73.99972893729118,40.74139491607848,-73.99770840140295,40.7621210359133,1.16,6.08
id0256,2,2024-01-12 21:48:00,2024-01-12 21:53:00,3,-73.98558664866756,40.758646026968925,-73.99909503997065,40.74654196406102,0.2,3.57
id0257,1,2024-01-10 19:19:00,2024-01-10 19:21:00,2,-73.98275528584139,40.73725753390782,-73.98899346465332,40.758361850468894,0.2,3.54
id0258,1,2024-01-05 21:30:00,2024-01-05 21:42:00,1,-73.99973748865195,40.768517075009505,-73.9906581741312,40.76223970199101,1.2,5.94
id0259,2,2024-01-28 17:23:00,2024-01-28 17:23:00,1,-73.98467394497624,40.76805613368827,-73.98593552719414,40.76276755437707,3.23,10.2
id0260,1,2024-01-26 13:54:00,2024-01-26 13:57:00,4,-74.00151820640366,40.75443923955404,-73.99355886120773,40.76359445211467,3.45,13.77
id0261,1,2024-01-20 21:53:00,2024-01-20 21:59:00,1,-74.00052517764101,40.76122102060975,-73.99900775857807,40.762904572740545,0.83,5.81
id0262,1,2024-01-09 22:48:00,2024-01-09 23:04:00,1,-74.00617858744661,40.754954372987065,-73.9919292928505,40.75346433852702,0.28,3.73
id0263,2,2024-01-01 05:55:00,2024-01-01 06:15:00,3,-73.97548811689826,40.73866959200363,-74.00617141777919,40.730945543441855,1.54,6.52
id0264,2,2024-01-03 04:47:00,2024-01-03 05:01:00,1,-73.98813210349144,40.739277883844636,-73.99436376016378,40.75377905340745,1.03,6.36
id0265,1,2024-01-24 16:13:00,2024-01-24 17:19:00,2,-74.00454240989772,40.7578057821619,-73.99382724927582,40.74712798459702,1.9,8.23
id0266,2,2024-01-06 11:19:00,2024-01-06 11:36:00,4,-73.9703497602519,40.735135771578165,-74.00583561402463,40.75897355268515,1.3,7.48
id0267,1,2024-01-29 01:09:00,2024-01-29 01:13:00,2,-74.00682322524044,40.73342632998386,-73.97423236501344,40.73767469298875,0.59,4.37
id0268,1,2024-01-22 02:17:00,2024-01-22 02:20:00,2,-73.99580014776672,40.732776953709845,-73.98923760836367,40.73270450254369,2.42,9.98
id0269,2,2024-01-20 14:26:00,2024-01-20 14:29:00,4,-73.98839952341581,40.765203163502456,-73.98396490523811,40.75131831146205,0.59,4.5
id0270,1,2024-01-12 13:07:00,2024-01-12 13:13:00,3,-73.98322052179206,40.76976557444885,-73.98352643240602,40.7523113366948,1.97,8.06
id0271,2,2024-01-17 21:19:00,2024-01-17 21:28:00,2,-74.00759430629596,40.75249187263512,-73.97169498861977,40.737012117694306,1.76,6.68
id0272,1,2024-01-01 06:19:00,2024-01-01 06:22:00,4,-73.98856689262107,40.73386705798587,-73.99198516254967,40.76024653315581,0.64,5.49
id0273,1,2024-01-25 08:18:00,2024-01-25 08:34:00,1,-73.9781820015684,40.76708711277918,-74.00061431672577,40.745972636632374,0.25,3.66
id0274,2,2024-01-24 13:11:00,2024-01-24 14:24:00,2,-73.97291996128303,40.75159828521122,-73.97631866822493,40.75083831909088,1.47,6.32
id0275,1,2024-01-17 17:53:00,2024-01-17 17:54:00,1,-73.97978918318012,40.73510853934541,-73.9769572947899,40.76128112350681,1.85,9.17
id0276,1,2024-01-13 23:02:00,2024-01-13 23:02:00,2,-73.99787486576218,40.74052450279643,-73.99559454370113,40.733505709870556,4.15,14.92
id0277,1,2024-01-28 10:36:00,2024-01-28 10:48:00,2,-73.99777902757367,40.74587926068297,-73.9921118983798,40.754023773334424,1.09,6.12
id0278,2,2024-01-10 03:25:00,2024-01-10 04:02:00,1,-73.99012146068377,40.76968632059293,-73.9759430016902,40.738340420574296,4.0,11.17
id0279,1,2024-01-26 19:29:00,2024-01-26 19:30:00,1,-73.97730201166034,40.74522493173907,-73.97488102718219,40.7647222676043,2.46,12.01
id0280,1,2024-01-14 03:15:00,2024-01-14 03:38:00,2,-73.99781283443608,40.73323677132205,-73.99388079284938,40.736940980599464,1.78,8.11
id0281,1,2024-01-13 09:47:00,2024-01-13 09:53:00,1,-73.9709755919656,40.755638883093816,-73.97710077745462,40.73530098690967,2.97,10.96
id0282,1,2024-01-03 16:40:00,2024-01-03 17:18:00,2,-73.99051752324723,40.75425011751004,-73.97940760796388,40.736993545090414,1.05,5.34
id0283,1,2024-01-29 11:22:00,2024-01-29 11:29:00,4,-74.0041450403135,40.74470137689166,-74.00727310762457,40.73103247627798,0.22,3.76
id0284,1,2024-01-08 03:09:00,2024-01-08 03:58:00,1,-73.9880188185642,40.76863288644613,-73.99270008486678,40.74247264532341,1.06,5.66
id0285,1,2024-01-25 20:04:00,2024-01-25 20:12:00,4,-74.00577341262952,40.755633052587605,-74.00135847269961,40.754783518195914,1.58,6.72
id0286,2,2024-01-15 18:48:00,2024-01-15 18:50:00,3,-74.00754601491556,40.761230463442736,-73.99160798304922,40.73232655182022,7.91,27.99
id0287,2,2024-01-28 20:20:00,2024-01-28 20:20:00,1,-73.98219859084566,40.769347157010536,-74.00043279583136,40.73568997474749,0.2,3.46
id0288,2,2024-01-15 20:19:00,2024-01-15 20:24:00,2,-74.00595816755957,40.757686453667766,-74.00750832807479,40.750376885125995,8.57,33.79
id0289,1,2024-01-12 16:04:00,2024-01-12 16:29:00,2,-73.98539122247075,40.742250144831466,-73.98504416654833,40.751081658556465,0.83,5.18
id0290,1,2024-01-02 11:53:00,2024-01-02 11:55:00,3,-73.97453583139037,40.74799138595285,-74.00221509952716,40.744710374035094,0.8,5.06
id0291,1,2024-01-20 19:32:00,2024-01-20 19:58:00,2,-73.98065542477754,40.76077219574565,-74.00955874942285,40.74664615992719,0.98,5.71
id0292,1,2024-01-15 18:41:00,2024-01-15 18:41:00,2,-73.9996074716502,40.76041159292488,-74.00451561177084,40.7514124052581,0.36,3.86
id0293,2,2024-01-17 04:03:00,2024-01-17 04:03:00,4,-74.00035194169601,40.7690349501964,-73.97793851552467,40.76838306577284,1.0,5.9
id0294,2,2024-01-23 02:32:00,2024-01-23 02:33:00,1,-73.98808162044105,40.7481750933824,-73.97622571669041,40.73392330323137,1.0,6.29
id0295,1,2024-01-23 14:28:00,2024-01-23 14:30:00,2,-73.99701296292439,40.75949428309551,-73.99095927482524,40.74503553140583,0.75,5.29
id0296,1,2024-01-12 11:58:00,2024-01-12 12:07:00,2,-73.97859933824651,40.76568338755761,-73.97178661253984,40.76147613545021,0.57,4.46
id0297,2,2024-01-22 19:03:00,2024-01-22 19:20:00,3,-73.99249587503778,40.74018682488184,-73.97636513682296,40.73153705395849,3.48,15.45
id0298,2,2024-01-03 10:06:00,2024-01-03 10:15:00,2,-73.98451194092766,40.75637415688823,-73.97419529037174,40.755466787286686,1.43,7.46
id0299,2,2024-01-09 23:54:00,2024-01-09 23:55:00,2,-73.98926367912219,40.73600676003268,-73.98050264925114,40.750488876832506,1.71,8.67
id0300,1,2024-01-11 02:37:00,2024-01-11 02:37:00,1,-74.00660831935816,40.758652935522505,-74.00711662656005,40.732850269110614,0.2,3.67
id0301,2,2024-01-21 22:42:00,2024-01-21 23:29:00,2,-73.98049966562164,40.74413005634008,-73.99813857674849,40.74398812918984,2.24,9.24
id0302,1,2024-01-10 17:24:00,2024-01-10 17:40:00,1,-74.0025921772853,40.736964373413365,-74.00606417401146,40.756412108788055,2.17,10.13
id0303,1,2024-01-22 22:53:00,2024-01-22 22:57:00,3,-74.00916220155875,40.73328686669906,-73.97128559860619,40.741817791099095,2.2,11.57
id0304,1,2024-01-21 21:27:00,2024-01-21 21:41:00,1,-73.99472241441389,40.73822749048782,-74.00514454327362,40.75460051872155,2.24,9.76
id0305,2,2024-01-10 05:13:00,2024-01-10 05:28:00,4,-73.98878791467003,40.73167804893727,-73.97126044889622,40.76194856766618,0.52,4.4
id0306,2,2024-01-07 07:08:00,2024-01-07 08:06:00,1,-73.98592473641455,40.75329690632829,-73.98007707282281,40.762470791523604,1.6,6.7
id0307,1,2024-01-17 17:53:00,2024-01-17 17:55:00,2,-73.99646929976022,40.767123345613044,-74.00101537552624,40.7448866809535,0.85,5.96
id0308,1,2024-01-22 10:56:00,2024-01-22 11:04:00,1,-73.98548241670021,40.76772303350979,-74.00037229152669,40.73486005505204,0.33,4.17
id0309,2,2024-01-05 05:11:00,2024-01-05 05:43:00,4,-73.98416756749378,40.74143627156957,-73.97736212244125,40.76445479985454,2.81,13.29
id0310,1,2024-01-24 14:02:00,2024-01-24 14:39:00,3,-73.99991035919307,40.76020167714985,-73.99157842010904,40.7636799421156,1.96,8.53
id0311,1,2024-01-15 19:18:00,2024-01-15 19:40:00,4,-73.98375352649275,40.73709715077879,-73.98819892324411,40.76938678958098,4.16,17.58
id0312,2,2024-01-08 17:15:00,2024-01-08 17:15:00,4,-74.00340740737082,40.73526915093818,-73.98096080360058,40.762711413194275,0.36,3.94
id0313,2,2024-01-29 06:23:00,2024-01-29 06:33:00,2,-73.97637187887955,40.75931206179065,-73.98831051178033,40.75361390761835,1.07,6.59
id0314,2,2024-01-15 09:49:00,2024-01-15 09:54:00,2,-73.98739912028563,40.757555412082006,-73.97506708336556,40.75545165415917,2.15,8.94
id0315,2,2024-01-06 06:51:00,2024-01-06 06:53:00,4,-73.9915377010232,40.73037326479309,-74.00013284541913,40.75905846860452,7.21,26.14
id0316,2,2024-01-02 20:30:00,2024-01-02 20:31:00,2,-73.99394022736554,40.76200283874797,-74.00183857461484,40.75220339797209,1.98,10.42
id0317,1,2024-01-23 16:54:00,2024-01-23 17:08:00,1,-74.00247901061537,40.74421538274743,-73.97864832862058,40.75216906056528,0.2,3.45
id0318,1,2024-01-09 14:57:00,2024-01-09 15:18:00,4,-74.00858754580238,40.75982935130925,-74.00190077759339,40.76832293920477,0.69,5.09
id0319,2,2024-01-03 07:52:00,2024-01-03 07:57:00,1,-74.0040444779867,40.74222416861961,-73.97493396952687,40.76985337350509,0.69,5.0
id0320,1,2024-01-14 01:25:00,2024-01-14 01:33:00,1,-73.98111716247189,40.7654478312186,-73.98627822663252,40.74566102792711,0.8,5.4
id0321,2,2024-01-03 11:14:00,2024-01-03 11:31:00,1,-74.00987126945583,40.75478357349839,-73.99578027958233,40.76176789325108,0.2,3.41
id0322,2,2024-01-26 04:08:00,2024-01-26 04:21:00,4,-73.99076108440455,40.75569302103621,-74.00740585622067,40.75319935149712,1.24,5.57
id0323,2,2024-01-23 04:48:00,2024-01-23 05:00:00,2,-73.98586049333613,40.75705871748905,-73.97780044001276,40.74079282880513,2.61,11.9
id0324,1,2024-01-29 02:01:00,2024-01-29 02:11:00,4,-74.00691766883462,40.73234203716976,-73.99663046725215,40.76139587908446,1.84,7.62
id0325,1,2024-01-18 23:38:00,2024-01-18 00:01:00,1,-73.98930923774233,40.74760795991822,-74.00410189893174,40.74312771014437,0.85,5.6
id0326,2,2024-01-08 09:07:00,2024-01-08 09:08:00,2,-74.00117552189154,40.75392901176255,-73.98057347543043,40.76993390045572,4.06,11.51
id0327,2,2024-01-03 03:53:00,2024-01-03 04:08:00,2,-73.99315007786824,40.75544709458833,-73.97857393527678,40.734733447636934,0.79,6.01
id0328,1,2024-01-21 16:36:00,2024-01-21 17:03:00,1,-73.99464668192267,40.752874890849085,-73.9864892255655,40.73737905012535,0.67,4.66
id0329,2,2024-01-14 00:39:00,2024-01-14 00:45:00,2,-74.00895213165872,40.73096767055566,-73.97673211825297,40.740922832398915,1.09,5.95
id0330,2,2024-01-06 21:42:00,2024-01-06 21:47:00,1,-73.97237283019538,40.74037187035463,-73.99281372749044,40.76490921001938,2.77,9.01
id0331,1,2024-01-17 17:32:00,2024-01-17 17:35:00,2,-73.97789426760816,40.748327475469516,-73.99068124511658,40.73533919889664,0.2,3.71
id0332,1,2024-01-13 15:02:00,2024-01-13 15:21:00,1,-73.99014155390579,40.747474028104605,-73.9808196708539,40.760620515959644,0.26,3.85
id0333,2,2024-01-24 00:22:00,2024-01-24 00:36:00,1,-74.00458583670888,40.76005500344116,-73.98372179374931,40.76826458484334,0.2,3.72
id0334,1,2024-01-24 21:40:00,2024-01-24 21:40:00,2,-73.99871251701227,40.74046822734944,-74.00012084803711,40.76625018322084,0.43,3.95
id0335,2,2024-01-05 01:22:00,2024-01-05 01:26:00,4,-73.97962406950327,40.74798959369802,-73.97893157772178,40.73261464630257,1.0,6.09
id0336,1,2024-01-27 21:29:00,2024-01-27 21:29:00,2,-74.00749387186178,40.766257498133776,-74.00443018515529,40.75129682729101,0.79,6.13
id0337,1,2024-01-26 04:04:00,2024-01-26 04:10:00,2,-73.9740066661725,40.73087293587102,-73.98344841255297,40.76853577736854,1.23,7.22
id0338,1,2024-01-10 06:02:00,2024-01-10 06:43:00,1,-74.00790968482855,40.74675173276297,-73.99959368836151,40.75923283859923,5.97,24.39
id0339,2,2024-01-30 09:32:00,2024-01-30 09:36:00,4,-73.98383301594103,40.73792390531039,-73.98738678981714,40.748557299467535,5.36,17.99
id0340,2,2024-01-09 01:48:00,2024-01-09 02:02:00,1,-73.99601974511653,40.73456383139552,-74.0039501268506,40.73901267719805,0.43,4.42
id0341,2,2024-01-28 01:55:00,2024-01-28 02:23:00,1,-73.98755108846869,40.750935636454976,-74.00540924512522,40.764405587733975,1.92,9.36
id0342,1,2024-01-26 11:27:00,2024-01-26 11:28:00,3,-73.9816865961108,40.75174152869371,-74.00673098617013,40.74833202566115,0.99,6.74
id0343,2,2024-01-29 12:21:00,2024-01-29 12:23:00,2,-73.97217207411998,40.76399901485922,-73.98323910650683,40.74849182244002,0.8,6.16
id0344,2,2024-01-12 16:17:00,2024-01-12 16:32:00,3,-73.98818272522372,40.73249092423528,-73.98949989404917,40.76225614468931,0.92,6.31
id0345,2,2024-01-03 13:38:00,2024-01-03 13:38:00,1,-73.97854887202463,40.73805455128544,-73.99965516660447,40.73658825413729,0.6,5.39
id0346,2,2024-01-11 03:05:00,2024-01-11 03:26:00,1,-73.98922456561984,40.73819525096603,-73.97488679687392,40.76518327419806,3.07,11.15
id0347,2,2024-01-15 19:45:00,2024-01-15 19:49:00,3,-73.99195042623276,40.76939958624563,-73.97911950094759,40.731086696849026,0.2,3.57
id0348,2,2024-01-12 14:02:00,2024-01-12 14:11:00,1,-73.97363119176553,40.75154807191811,-73.99008749967862,40.734218947998265,1.6,8.53
id0349,2,2024-01-09 20:50:00,2024-01-09 21:15:00,1,-73.9947831996997,40.761024474037015,-73.97142093384396,40.73815065836511,1.11,7.32
id0350,2,2024-01-12 16:51:00,2024-01-12 16:56:00,1,-73.97828582323864,40.753103734635246,-73.98461670329799,40.761916566384635,0.76,5.66
id0351,1,2024-01-05 19:43:00,2024-01-05 20:19:00,1,-73.98867884531015,40.736318192913416,-73.98216403527324,40.76173045401753,0.57,5.03
id0352,1,2024-01-03 07:49:00,2024-01-03 08:18:00,1,-73.97375426980936,40.74107617949511,-73.97065914109139,40.73562846112195,0.34,4.12
id0353,2,2024-01-19 01:38:00,2024-01-19 01:41:00,2,-73.97424041159968,40.756171702093,-74.0039158286711,40.74761293673473,1.43,6.3
id0354,2,2024-01-12 14:48:00,2024-01-12 14:49:00,1,-73.9747033452637,40.762144141417664,-73.98979172905693,40.76868506461037,0.81,4.74
id0355,2,2024-01-13 10:41:00,2024-01-13 11:43:00,1,-73.98328320004785,40.75538685093016,-74.00336180418816,40.765277110332185,0.84,5.15
id0356,1,2024-01-24 05:31:00,2024-01-24 05:33:00,2,-74.00949569920097,40.752390227345536,-73.98890401511508,40.758774144894765,3.31,13.05
id0357,1,2024-01-09 08:45:00,2024-01-09 08:46:00,2,-73.98074014038637,40.737496477763905,-73.97567291787371,40.76276254055447,1.17,6.38
id0358,2,2024-01-23 15:12:00,2024-01-23 15:30:00,4,-73.99742599547264,40.74884671595731,-73.97713452409158,40.748370607886926,0.66,4.48
id0359,1,2024-01-15 05:57:00,2024-01-15 06:07:00,1,-73.9768700299025,40.74340832189483,-74.00304953627456,40.75848056081323,2.62,11.98
id0360,2,2024-01-22 11:45:00,2024-01-22 11:46:00,2,-74.00040503548976,40.73567887959044,-73.99608234353671,40.74801403915622,2.07,7.41
id0361,2,2024-01-29 09:54:00,2024-01-29 10:09:00,3,-73.98516285730086,40.74409499786439,-73.97634209787661,40.748851486695926,5.8,16.43
id0362,1,2024-01-26 11:32:00,2024-01-26 11:47:00,1,-74.00494941033742,40.757047102483014,-73.99699583938272,40.75745308786745,0.2,3.49
id0363,1,2024-01-08 15:01:00,2024-01-08 15:03:00,2,-73.97577050964377,40.73908718228094,-73.97651835499028,40.74117104353817,1.54,7.19
id0364,2,2024-01-15 17:08:00,2024-01-15 17:25:00,1,-73.98949380987419,40.74221242706787,-74.00149422494515,40.731327574182494,0.54,4.74
id0365,1,2024-01-10 12:45:00,2024-01-10 13:00:00,2,-73.97246780726205,40.764848179290524,-73.97935740893858,40.76153789373013,1.64,8.64
