transaction_id,transaction_timestamp,store_id,product_id,quantity,unit_price,discount,total_amount,currency
T00424,2024-06-02 16:56:52-04:00,S015,P0011,-1,289.32,12.75,-302.07,USD
T00969,2024-06-02 19:41:13-04:00,S037,P0183,2,254.85,6.64,503.06,EUR
T01122,2024-06-01 21:15:41-04:00,S039,P0063,2,10.64,7.1,14.18,INR
T00402,2024-06-01 18:31:00+05:30,S018,P0048,2,248.33,14.85,481.81,USD
T00253,2024-06-02 18:52:33+00:00,S007,P0122,0,108.0,15.14,18.35582104150936,INR
T00990,2024-06-02 18:36:25-04:00,S003,P0155,1,163.81,0.97,162.84,USD
T00660,2024-06-02 20:08:21-04:00,S017,P0131,0,246.42,2.07,-2.07,EUR
T00274,2024-06-02 08:58:30+05:30,S018,P0049,2,89.34,19.27,159.41,INR
T00446,2024-06-02 16:18:38+05:30,S043,P0123,0,168.86,6.28,-6.28,EUR
T01112,2024-06-02 12:41:32-04:00,S048,P0075,2,294.59,13.0,576.18,EUR
T00586,2024-06-02 14:52:39+00:00,S038,P0059,5,,18.85,876.2,USD
T00587,2024-06-01 11:43:08-04:00,S017,P0101,1,204.37,4.0,200.37,INR
T01151,2024-06-01 07:27:44+05:30,S035,P0055,2,228.54,0.65,456.43,EUR
T00641,2024-06-02 06:20:00-04:00,S010,P0094,3,210.95,0.94,631.91,INR
T01120,2024-06-02 18:50:41-04:00,S046,P0154,2,274.33,14.09,534.57,INR
T01053,2024-06-01 12:39:19+05:30,S044,P0040,5,61.45,13.65,293.6,USD
T00082,2024-06-01 11:16:21+05:30,S017,P0065,2,179.36,5.1,353.62,EUR
T00734,2024-06-02 16:03:41+05:30,S029,P0195,-1,254.51,6.02,-260.53,USD
T00827,2024-06-02 15:06:20+05:30,S008,P0109,-1,29.77,10.1,-39.87,INR
T01150,2024-06-02 10:34:40-04:00,INVALID_STORE,P0127,3,95.14,19.01,266.41,EUR
T00233,2024-06-02 03:46:14+00:00,S001,P0030,-1,,4.88,-236.4252928450542,EUR
T00395,2024-06-01 21:35:08+00:00,S023,P0132,3,159.15,10.17,467.28,EUR
T00869,2024-06-01 15:31:22+05:30,S031,P0050,-1,12.13,1.31,-13.44,EUR
T00049,2024-06-01 11:11:45+00:00,S039,,5,197.5,18.8,968.7,USD
T00835,2024-06-01 18:50:03+00:00,S045,P0122,3,171.84,11.5,504.02,INR
T01200,2024-06-01 04:36:17+05:30,S005,P0010,0,44.31,0.12,-0.12,USD
T00782,2024-06-02 07:52:14+00:00,S002,,3,238.2,6.03,748.0073408459209,USD
T00296,2024-06-01 21:28:46+00:00,S023,P0061,2,226.56,15.94,437.18,EUR
T00290,2024-06-02 16:25:08+05:30,INVALID_STORE,P0167,0,118.21,18.99,-18.99,EUR
T00434,2024-06-02 01:02:18+00:00,S016,P0006,1,98.36,14.97,83.39,USD
T00112,2024-06-02 17:18:32-04:00,S007,P0010,2,188.9,5.05,372.75,USD
T00732,2024-06-02 00:05:30+05:30,S047,P0180,3,38.48,14.51,100.93,USD
T01197,2024-06-01 22:15:30+05:30,S046,P0082,2,102.16,9.01,195.31,INR
T00894,2024-06-02 22:39:51+00:00,S007,P0139,2,11.4,4.92,17.88,INR
T00360,2024-06-01 07:55:29-04:00,S022,P0049,5,139.15,15.5,680.25,USD
T00039,2024-06-01 05:29:25-04:00,S016,P0111,-1,66.97,14.67,-81.64,EUR
T00967,2024-06-02 15:17:53-04:00,S032,P0178,2,272.83,11.03,534.63,EUR
T00813,2024-06-01 06:35:38+00:00,S005,P0012,0,258.58,2.68,-2.68,EUR
T01160,2024-06-01 13:02:41-04:00,S028,P0111,0,58.09,10.28,-10.28,INR
T00757,2024-06-01 19:14:59+05:30,INVALID_STORE,P0031,3,21.72,15.23,49.93,INR
T00212,2024-06-01 23:35:53-04:00,S040,P0156,5,146.21,9.09,771.0865401928396,EUR
T00749,2024-06-02 03:33:46-04:00,S017,P0165,3,177.8,11.4,522.0,INR
T00988,2024-06-02 11:27:07-04:00,INVALID_STORE,P0077,2,159.75,7.06,312.44,USD
T00742,2024-06-01 11:27:30-04:00,S011,P0147,1,159.22,5.62,153.6,INR
T00331,2024-06-02 19:01:12-04:00,S027,,0,,13.5,-13.5,EUR
T00341,2024-06-01 04:04:16+00:00,S026,P0127,-1,56.73,12.59,-38.56788153462909,EUR
T00176,2024-06-01 20:38:25+05:30,S048,P0181,0,15.4,14.39,-14.39,USD
T01047,2024-06-01 13:14:39+00:00,S035,P0141,2,250.81,12.02,489.6,EUR
T00415,2024-06-01 01:12:21-04:00,S021,P0017,-1,29.96,7.56,-37.52,USD
T01089,2024-06-01 02:50:33-04:00,S040,P0075,-1,37.93,9.52,-47.45,EUR
T00884,2024-06-02 23:16:32-04:00,S016,P0053,-1,249.98,17.94,-267.92,INR
T01180,2024-06-02 01:31:26+05:30,S021,P0026,2,282.14,9.64,554.64,USD
T00015,2024-06-01 00:23:53-04:00,S012,P0084,3,183.5,10.87,539.63,USD
T01199,2024-06-02 07:01:32+00:00,S006,P0032,0,243.24,8.18,-8.18,EUR
T01142,2024-06-02 16:12:10+00:00,S035,P0172,3,297.62,7.95,884.91,INR
T00471,2024-06-01 08:40:17+00:00,S024,P0039,-1,109.86,14.11,-123.97,EUR
T00330,2024-06-01 03:47:25+00:00,S037,,5,237.96,16.02,1173.78,USD
T00078,2024-06-01 05:49:41-04:00,S020,P0131,5,278.5,8.71,1398.769661007878,EUR
T01013,2024-06-01 12:45:46+00:00,INVALID_STORE,P0063,3,216.37,11.95,637.16,EUR
T00348,2024-06-01 16:52:11-04:00,INVALID_STORE,P0092,3,,15.68,183.76,USD
T00831,2024-06-02 04:46:24-04:00,S025,,1,299.08,15.59,283.49,USD
T00712,2024-06-02 01:20:51+00:00,S038,P0052,-1,92.5,16.6,-109.1,INR
T00149,2024-06-02 16:40:41-04:00,S049,P0178,-1,11.35,3.5,-14.85,INR
T01154,2024-06-02 03:27:29+00:00,S035,P0011,-1,245.81,11.5,-257.31,INR
T00784,2024-06-01 04:55:08-04:00,S035,P0067,0,143.61,11.74,-1.507926435158483,INR
T00589,2024-06-01 18:04:39+05:30,S033,P0164,5,287.08,10.33,1467.5179670215452,EUR
T00375,2024-06-01 19:35:36-04:00,S011,P0059,2,148.2,7.07,289.33,USD
T00512,2024-06-01 14:45:54-04:00,S024,P0113,2,223.27,17.45,429.09,USD
T00988,2024-06-01 03:04:39+00:00,S022,P0088,0,287.18,9.85,33.71902017717307,EUR
T00815,2024-06-01 20:24:30+05:30,S010,P0094,3,152.33,19.69,437.3,INR
T00937,2024-06-01 12:43:42+05:30,S039,P0052,5,282.5,0.65,1411.85,USD
T00532,2024-06-02 20:37:16+05:30,S001,P0160,0,71.12,11.62,-11.62,EUR
T00748,2024-06-02 03:06:38+00:00,S019,P0044,3,116.12,9.98,338.38,EUR
T01138,2024-06-01 17:10:14+00:00,S045,P0002,0,76.28,2.0,-2.0,EUR
T01059,2024-06-01 09:47:30-04:00,S008,P0013,2,147.17,0.19,294.15,EUR
T00521,2024-06-01 15:41:23+00:00,S042,P0200,-1,23.84,1.98,-25.82,INR
T00041,2024-06-02 01:03:34+00:00,S041,P0118,3,114.49,11.15,332.32,USD
T00728,2024-06-01 20:43:28+00:00,S049,P0054,-1,177.01,12.98,-189.99,USD
T00691,2024-06-01 12:12:08+00:00,S026,P0129,5,187.96,9.28,930.52,USD
T00548,2024-06-01 21:12:57-04:00,S042,P0141,1,56.98,4.56,52.42,INR
T00048,2024-06-01 13:23:24+05:30,S049,P0183,0,180.21,19.31,-19.31,EUR
T00970,2024-06-01 04:38:42-04:00,S006,P0015,0,33.22,3.34,-3.34,USD
T00634,2024-06-02 04:23:15+05:30,S035,P0183,1,86.11,3.11,83.0,USD
T00976,2024-06-01 23:40:49+00:00,S021,P0048,-1,253.17,0.57,-253.74,INR
T00936,2024-06-02 19:30:53-04:00,S025,P0114,2,291.17,13.95,568.39,EUR
T00184,2024-06-01 16:32:20+00:00,S032,P0022,0,164.8,18.18,-18.18,USD
T00961,2024-06-01 20:52:53-04:00,INVALID_STORE,P0140,1,161.76,15.17,146.59,INR
T00015,2024-06-01 16:50:11-04:00,S002,P0092,3,12.65,8.61,29.34,INR
T00452,2024-06-02 03:33:04+00:00,S042,P0054,2,57.35,14.74,99.96,EUR
T00846,2024-06-01 19:34:30+05:30,S040,P0013,0,208.55,5.69,-5.69,EUR
T00657,2024-06-01 13:40:27+05:30,S028,P0141,5,,5.44,940.26,USD
T00185,2024-06-01 16:57:09+05:30,INVALID_STORE,P0089,3,88.07,14.3,249.91,INR
T00115,2024-06-01 10:38:16+00:00,S024,P0137,3,144.47,15.83,417.58,USD
T00789,2024-06-01 18:07:43+00:00,S031,P0111,3,247.0,16.57,724.43,EUR
T00662,2024-06-01 22:43:37+05:30,S029,,1,161.13,19.64,141.49,EUR
T00447,2024-06-01 03:47:34+05:30,S021,P0106,1,,12.77,70.69,INR
T00318,2024-06-02 10:36:29+00:00,S036,P0169,-1,44.7,15.78,-53.590298394050706,EUR
T00123,2024-06-01 04:22:22+00:00,S022,P0095,-1,108.14,19.39,-127.53,USD
T00899,2024-06-02 01:17:27-04:00,S005,P0095,5,77.48,19.63,367.77,USD
T01112,2024-06-01 21:27:37-04:00,S016,P0162,3,270.61,9.71,802.12,INR
T00329,2024-06-02 16:22:44+05:30,S043,P0052,0,145.83,17.35,-17.35,EUR
T00039,2024-06-01 13:30:36-04:00,S026,P0071,3,141.68,15.52,409.52,EUR
T01019,2024-06-02 14:09:41-04:00,S042,P0100,1,200.9,10.78,190.12,INR
T00065,2024-06-01 13:00:29+05:30,S032,P0178,1,,13.18,71.93097914963843,EUR
T00101,2024-06-01 18:38:12+00:00,S012,P0189,5,,10.52,993.48,USD
T00740,2024-06-01 04:25:12-04:00,S002,P0082,0,152.51,17.8,23.245897705489785,EUR
T00160,2024-06-01 22:07:46+05:30,S003,P0070,1,248.86,5.32,251.70746583246097,EUR
T00367,2024-06-02 21:32:05-04:00,S003,P0105,5,64.94,10.52,314.18,EUR
T00342,2024-06-01 07:34:49+05:30,S014,P0185,-1,113.81,9.17,-122.98,EUR
T00762,2024-06-01 23:38:26+00:00,S040,P0036,-1,138.47,7.05,-145.52,EUR
T00738,2024-06-01 18:30:07+00:00,S027,P0163,2,173.31,4.28,342.34,INR
T00616,2024-06-01 00:28:41+05:30,S038,P0167,-1,14.73,2.7,-17.43,EUR
T00317,2024-06-02 17:37:24+05:30,INVALID_STORE,P0159,3,276.54,10.23,819.39,INR
T00819,2024-06-02 17:32:29-04:00,S015,P0031,-1,82.46,5.12,-87.58,INR
T00616,2024-06-01 06:56:39+05:30,S036,P0185,2,151.6,17.98,285.22,USD
T00465,2024-06-01 08:46:38-04:00,S047,P0184,3,,16.34,316.36,EUR
T00307,2024-06-02 17:08:08+00:00,S007,P0132,5,25.7,10.49,118.01,EUR
T00455,2024-06-01 06:33:34+00:00,S041,P0054,5,291.6,15.06,1442.94,USD
T00817,2024-06-01 06:11:42-04:00,S022,P0198,5,175.72,0.99,877.61,INR
T01074,2024-06-02 16:51:46+05:30,S027,P0149,-1,67.45,7.91,-75.36,EUR
T00391,2024-06-02 01:21:46+00:00,S043,P0065,-1,35.98,13.43,-49.41,USD
T00903,2024-06-01 10:37:05+05:30,S047,P0028,3,188.7,19.8,546.3,USD
T00590,2024-06-01 10:45:12+05:30,S009,P0177,0,257.3,2.25,45.452341176160495,INR
T01072,2024-06-02 15:47:21+00:00,S028,P0048,1,106.24,14.8,91.44,EUR
T00090,2024-06-02 14:21:37+00:00,S011,P0004,0,203.8,7.53,-7.53,EUR
T00738,2024-06-01 19:45:22+05:30,INVALID_STORE,P0100,3,25.39,13.1,85.55903162566406,USD
T01089,2024-06-02 11:17:31+05:30,S039,P0098,5,157.48,14.19,773.21,EUR
T00806,2024-06-02 11:40:32-04:00,S029,P0111,1,21.53,18.45,3.08,EUR
T00528,2024-06-01 04:30:55+00:00,S011,P0183,3,,19.56,215.94,EUR
T00180,2024-06-01 09:59:42-04:00,S025,P0100,3,75.42,6.84,219.42,EUR
T00675,2024-06-01 22:44:49+00:00,S012,P0043,0,75.95,4.81,-4.81,EUR
T00277,2024-06-02 14:08:32+00:00,S001,P0132,0,242.03,17.25,-17.25,EUR
T00378,2024-06-01 08:37:14+00:00,S040,P0121,2,,11.15,192.99,INR
T00561,2024-06-02 22:22:25+05:30,S019,P0137,5,288.75,6.07,1437.68,EUR
T00473,2024-06-01 16:54:25-04:00,INVALID_STORE,P0042,-1,87.39,11.34,-98.73,USD
T00794,2024-06-01 13:23:48+00:00,S036,P0028,-1,255.38,9.38,-264.76,INR
T00419,2024-06-01 14:46:11+05:30,S042,P0107,1,278.38,19.0,259.38,EUR
T00830,2024-06-02 07:08:01+05:30,S033,P0158,5,209.48,17.34,1030.06,INR
T00079,2024-06-02 22:42:17-04:00,S004,P0153,-1,282.35,11.44,-293.79,USD
T00101,2024-06-02 21:55:20+05:30,S018,P0037,-1,165.98,19.68,-163.22709666382,INR
T00292,2024-06-02 13:38:40+00:00,S043,P0130,5,58.28,5.89,285.51,USD
T00806,2024-06-01 09:51:09+00:00,S006,,2,235.83,18.76,452.9,EUR
T00336,2024-06-02 23:13:40-04:00,S029,P0053,2,265.94,1.8,530.08,EUR
T00328,2024-06-02 13:15:30+00:00,S031,,3,34.74,14.15,90.07,INR
T00367,2024-06-01 10:31:47-04:00,S043,P0003,-1,262.68,17.25,-279.93,INR
T00008,2024-06-01 14:46:16-04:00,S004,,3,191.67,2.35,572.66,INR
T00975,2024-06-01 15:47:32+00:00,S050,P0111,-1,244.16,12.16,-256.32,USD
T00101,2024-06-01 15:07:10+05:30,S001,P0147,-1,,12.57,-103.22,USD
T00101,2024-06-01 06:23:10+05:30,S030,P0101,0,177.65,12.07,-12.07,EUR
T00933,2024-06-01 12:55:09-04:00,S031,P0176,0,210.54,11.9,-11.9,INR
T00133,2024-06-02 16:05:02+00:00,S040,P0046,3,116.89,7.58,367.31957277259926,INR
T00224,2024-06-01 04:14:12-04:00,S011,P0097,-1,129.99,4.2,-134.19,INR
T00875,2024-06-01 20:54:44-04:00,S028,P0060,0,209.71,18.68,-18.68,EUR
T01020,2024-06-02 22:00:37+00:00,S017,P0116,3,278.86,12.29,824.29,INR
T00425,2024-06-01 08:35:13-04:00,S017,P0168,2,10.46,0.48,20.44,EUR
T00139,2024-06-01 18:31:34+00:00,S026,P0092,0,71.58,12.81,-12.81,USD
T00360,2024-06-01 02:07:12+05:30,S014,P0183,0,106.65,7.92,-7.92,INR
T00687,2024-06-02 15:06:02+00:00,S048,P0186,1,197.24,9.63,187.61,EUR
T00427,2024-06-01 01:21:46-04:00,S005,P0070,3,173.83,13.56,507.93,INR
T01095,2024-06-02 21:37:16+05:30,S043,P0050,1,291.19,5.61,334.8428445989328,INR
T01018,2024-06-01 06:19:13+05:30,S003,P0083,0,258.77,14.2,-14.2,EUR
T00909,2024-06-01 06:44:35-04:00,INVALID_STORE,P0005,3,60.75,7.48,188.86442861453386,USD
T00294,2024-06-01 23:50:09+05:30,S008,P0151,3,277.85,14.65,818.9,USD
T00238,2024-06-02 14:02:09+05:30,S047,,2,220.13,9.19,431.07,USD
T00640,2024-06-02 23:59:08+05:30,S035,P0018,3,145.39,0.92,435.25,INR
T00241,2024-06-02 08:07:15+00:00,S021,P0019,2,,5.53,126.15,EUR
T00556,2024-06-01 23:11:28+05:30,S050,P0082,-1,159.08,4.13,-163.21,USD
T00267,2024-06-01 03:41:37+05:30,S011,P0165,1,100.3,17.84,82.46,USD
T00914,2024-06-02 19:09:47-04:00,S025,P0195,1,133.68,3.58,130.1,EUR
T00270,2024-06-02 17:20:42+05:30,S014,P0074,-1,32.78,18.46,-51.24,INR
T00459,2024-06-01 16:52:17+05:30,S006,P0019,3,208.5,14.2,611.3,INR
T00929,2024-06-01 23:38:54+00:00,INVALID_STORE,P0054,2,212.89,13.3,412.48,INR
T00211,2024-06-02 12:59:15+00:00,S006,P0011,2,91.85,6.97,176.73,EUR
T00489,2024-06-02 06:06:21-04:00,S031,P0034,1,239.8,10.65,229.15,USD
T01162,2024-06-02 07:42:05+00:00,S047,P0046,3,70.39,13.88,197.29,USD
T00949,2024-06-02 19:07:12+00:00,S040,P0022,0,279.95,11.48,-11.48,INR
T00671,2024-06-02 03:35:29+00:00,S028,P0074,1,183.5,13.71,169.79,USD
T00928,2024-06-01 10:51:56-04:00,S039,P0075,-1,271.94,12.72,-273.0573590676512,USD
T00891,2024-06-01 22:10:35-04:00,S021,P0005,0,264.45,5.99,-5.99,USD
T00128,2024-06-01 21:25:18+00:00,S038,P0011,-1,,8.08,-304.14,EUR
T00808,2024-06-02 18:58:27-04:00,S014,P0123,3,41.81,5.64,144.21719755023707,EUR
T00738,2024-06-02 04:00:19+00:00,S049,P0009,2,202.12,9.5,394.74,USD
T00895,2024-06-02 11:26:25+05:30,S005,P0140,1,30.81,0.31,30.5,INR
T00869,2024-06-02 13:05:40-04:00,S020,P0018,0,185.28,8.51,-8.51,INR
T00552,2024-06-02 12:32:05+00:00,S031,P0005,-1,,9.96,-22.11,USD
T00291,2024-06-01 05:49:48-04:00,S008,P0009,-1,150.15,7.37,-157.52,INR
T00968,2024-06-01 17:51:25-04:00,S032,P0099,5,159.92,10.47,789.13,EUR
T00961,2024-06-01 00:47:06+00:00,S031,P0130,-1,241.45,6.25,-227.2404223048948,INR
T00623,2024-06-01 02:34:20-04:00,S015,P0064,3,288.57,15.96,849.75,EUR
T00056,2024-06-02 21:27:40+00:00,S014,P0164,2,176.13,13.13,339.13,INR
T00229,2024-06-01 01:02:03-04:00,S028,P0102,3,48.44,5.62,139.7,INR
T00371,2024-06-02 11:18:38-04:00,S034,P0012,3,244.27,5.23,727.58,USD
T00785,2024-06-02 06:04:11+05:30,S031,P0139,-1,280.84,3.08,-283.92,EUR
T00108,2024-06-01 08:26:47+05:30,S038,P0115,0,254.13,1.09,-1.09,EUR
T01087,2024-06-01 10:34:10+00:00,INVALID_STORE,P0170,2,120.14,14.11,226.17,EUR
T00725,2024-06-02 22:24:56+00:00,S048,P0134,3,288.91,13.66,899.3670463477687,INR
T00496,2024-06-02 09:34:36-04:00,S028,P0028,3,242.67,5.11,722.9,EUR
T00025,2024-06-01 04:56:53+00:00,S025,P0146,0,298.03,6.27,-0.8885725001541731,USD
T00445,2024-06-02 19:15:49-04:00,S029,P0166,0,92.16,3.86,5.277357715961976,EUR
T00228,2024-06-01 13:27:15-04:00,S029,P0085,2,119.03,15.28,222.78,USD
T00528,2024-06-01 23:32:58+05:30,S030,P0120,0,141.5,19.9,-19.9,INR
T00903,2024-06-01 12:57:23+05:30,S009,P0142,3,298.83,5.16,891.33,USD
T00218,2024-06-01 15:54:08+00:00,S030,P0058,0,152.7,2.88,-2.88,EUR
T00002,2024-06-01 10:50:21+05:30,S016,P0108,0,82.67,8.92,-8.92,INR
T00894,2024-06-02 10:49:01+00:00,S026,P0046,-1,11.07,14.15,-25.22,EUR
T00249,2024-06-02 11:06:10-04:00,S013,P0134,2,10.96,19.08,2.84,INR
T01095,2024-06-02 02:36:15+00:00,S030,P0060,5,26.01,19.94,110.11,EUR
T00613,2024-06-01 13:54:30-04:00,S035,P0197,2,61.22,0.79,121.65,INR
T00396,2024-06-01 02:35:58+05:30,S032,P0052,1,266.71,8.76,257.95,USD
T00034,2024-06-02 08:43:03+05:30,S013,P0077,-1,196.59,9.99,-206.58,INR
T00306,2024-06-02 15:04:16-04:00,S017,P0078,1,,13.08,58.31,USD
T00498,2024-06-01 03:20:06-04:00,S003,,5,199.61,9.42,988.63,INR
T00234,2024-06-01 07:44:34+00:00,S019,P0182,1,142.29,3.41,138.88,USD
T00665,2024-06-02 05:16:24+05:30,S037,P0168,5,107.83,16.72,522.43,USD
T00851,2024-06-01 10:17:04+05:30,S040,P0187,1,181.99,6.71,175.28,EUR
T00324,2024-06-02 03:23:20+05:30,S032,P0115,1,,15.82,32.86,USD
T00260,2024-06-02 10:39:43+05:30,S038,P0076,0,199.01,17.74,-17.74,USD
T00181,2024-06-02 12:24:02-04:00,S042,P0043,2,187.06,0.75,373.37,EUR
T00742,2024-06-02 21:04:06-04:00,S046,P0097,2,65.65,19.73,111.57,USD
T01019,2024-06-02 10:32:44+05:30,S029,P0013,3,25.39,2.25,73.92,INR
T00089,2024-06-02 08:59:49+05:30,S008,P0180,3,70.78,5.03,207.31,USD
T01188,2024-06-02 08:23:27+00:00,S048,P0040,5,159.32,1.42,795.18,USD
T00770,2024-06-01 14:33:37+05:30,S042,P0195,1,104.58,1.96,102.62,INR
T00280,2024-06-02 03:11:46+00:00,S044,P0013,2,72.69,12.19,133.19,USD
T00940,2024-06-02 09:53:57+00:00,S028,P0091,3,46.89,13.84,137.97256747066913,EUR
T01184,2024-06-01 12:22:27-04:00,S048,P0075,2,238.97,12.76,465.18,INR
T00506,2024-06-02 07:10:26+05:30,S016,P0185,2,181.56,16.74,346.38,EUR
T00083,2024-06-01 03:13:13+00:00,S045,P0064,2,274.99,17.97,532.01,INR
T01144,2024-06-01 06:03:01+05:30,S018,P0028,5,244.82,13.93,1237.457826954,INR
T00941,2024-06-01 11:46:55-04:00,S007,,3,79.33,19.98,253.11660237608586,USD
T00003,2024-06-02 09:48:32-04:00,S025,P0156,0,127.55,15.8,-15.8,USD
T01179,2024-06-02 15:29:56+05:30,S024,P0110,3,133.51,5.4,395.13,EUR
T00228,2024-06-01 03:45:16+00:00,S029,P0153,1,159.27,18.2,141.07,USD
T00284,2024-06-01 14:54:24+00:00,S042,P0076,0,172.05,1.34,-1.34,EUR
T00548,2024-06-02 01:41:01-04:00,S045,P0121,0,70.84,14.9,-14.9,INR
T01092,2024-06-02 14:43:55+00:00,S037,P0157,5,151.01,10.53,744.52,EUR
T00591,2024-06-01 13:01:14+05:30,S017,P0053,1,64.62,17.68,69.52071262693079,INR
T00854,2024-06-01 21:20:52-04:00,S002,P0156,2,263.75,10.41,517.09,INR
T01065,2024-06-01 16:55:03-04:00,S020,P0168,0,196.96,5.83,38.40071653462581,INR
T00938,2024-06-02 08:25:21+00:00,S011,P0051,5,182.07,13.94,896.41,INR
T00304,2024-06-01 03:26:44+00:00,S036,P0148,2,150.43,19.41,281.45,USD
T00331,2024-06-01 11:10:35+05:30,S021,P0160,0,165.24,3.65,-3.65,INR
T00705,2024-06-01 23:04:44+05:30,S036,P0004,3,117.2,4.1,347.5,INR
T00939,2024-06-01 10:35:11+00:00,S018,P0127,1,276.93,8.09,268.84,EUR
T00302,2024-06-02 17:46:39-04:00,S034,P0034,3,197.7,5.91,587.19,USD
T00631,2024-06-01 08:30:38+05:30,S042,P0062,0,148.9,0.8,-0.8,USD
T00570,2024-06-01 16:10:33+05:30,INVALID_STORE,P0198,3,25.96,12.83,65.05,EUR
T01048,2024-06-02 19:55:17+05:30,S019,P0128,1,292.99,7.89,285.1,INR
T00913,2024-06-01 22:26:02-04:00,S007,P0189,3,121.97,0.24,365.67,INR
T00849,2024-06-02 06:51:45+05:30,S019,P0163,5,93.7,16.11,452.39,INR
T00770,2024-06-02 19:00:42+05:30,INVALID_STORE,P0150,5,296.63,10.51,1472.64,USD
T00381,2024-06-01 14:30:34+00:00,S045,P0090,-1,144.01,11.36,-155.37,INR
T00006,2024-06-01 01:57:15+05:30,S035,P0197,-1,98.14,11.19,-109.33,INR
T00502,2024-06-02 11:49:05+05:30,S027,P0120,1,199.61,17.85,181.76,USD
T00975,2024-06-01 18:46:49-04:00,S005,P0095,-1,226.21,11.62,-237.83,USD
T00732,2024-06-01 09:51:59+05:30,S027,P0119,3,57.23,1.17,170.52,INR
T00397,2024-06-02 13:25:07-04:00,S034,P0099,1,94.06,10.59,83.47,EUR
T00556,2024-06-01 21:55:24-04:00,S011,P0002,3,263.01,16.54,772.49,INR
T00844,2024-06-02 11:18:33+00:00,S048,P0165,2,13.74,10.36,17.12,EUR
T01090,2024-06-02 14:16:36-04:00,S029,P0104,2,251.16,15.9,486.42,INR
T00285,2024-06-02 02:24:05+00:00,S021,P0037,1,43.8,2.62,61.84944605872636,INR
T00264,2024-06-01 16:11:29-04:00,S006,P0134,2,215.87,0.58,431.16,USD
T00992,2024-06-01 01:22:09+00:00,INVALID_STORE,P0072,1,133.19,15.26,117.93,EUR
T00618,2024-06-01 04:49:26-04:00,INVALID_STORE,P0196,-1,27.19,2.38,-29.57,EUR
T00186,2024-06-01 02:07:50+05:30,S038,P0111,2,180.4,4.0,356.8,INR
T01035,2024-06-01 17:36:32-04:00,S021,P0058,3,56.56,10.01,159.67,EUR
T00009,2024-06-02 15:06:44-04:00,S017,P0168,2,217.59,19.29,415.89,EUR
T00371,2024-06-01 07:48:54+00:00,S043,P0188,5,116.27,11.79,569.56,INR
T00279,2024-06-02 13:50:43+00:00,S040,P0189,1,230.81,6.29,224.52,USD
T00639,2024-06-02 19:43:08-04:00,S034,P0023,1,105.15,2.31,102.84,INR
T00753,2024-06-02 10:38:15+05:30,INVALID_STORE,P0163,5,64.75,1.39,322.36,INR
T00821,2024-06-02 04:44:57-04:00,S040,P0018,5,161.57,13.53,794.32,USD
T00252,2024-06-02 05:26:21+05:30,S028,P0141,1,115.48,3.98,111.5,EUR
T00730,2024-06-02 05:08:39+00:00,S006,P0141,-1,182.16,15.13,-197.29,EUR
T01019,2024-06-02 11:37:57+05:30,S035,P0139,3,52.74,9.09,149.13,USD
T00670,2024-06-02 20:01:28+05:30,S006,P0168,1,154.46,0.53,153.93,EUR
T01005,2024-06-02 12:15:21-04:00,S025,P0061,-1,232.6,15.85,-248.45,EUR
T00786,2024-06-01 08:40:30+00:00,S026,P0124,1,286.25,0.63,285.62,USD
T01007,2024-06-01 11:57:09+00:00,S024,P0136,2,171.43,17.21,325.65,USD
T00963,2024-06-02 17:40:01+00:00,S032,P0182,-1,205.76,13.2,-218.96,INR
T00657,2024-06-01 20:42:43+05:30,INVALID_STORE,,5,181.4,7.56,899.44,INR
T00200,2024-06-02 03:42:45+00:00,S041,P0034,0,179.35,15.3,-15.3,EUR
T00625,2024-06-01 04:46:10+05:30,S041,,2,81.81,12.96,150.66,INR
T00042,2024-06-01 19:24:52-04:00,S028,,0,260.38,11.36,-11.36,EUR
T00689,2024-06-01 14:59:37+00:00,S021,P0164,5,103.5,1.95,515.55,EUR
T01098,2024-06-01 05:29:04+05:30,S046,,3,115.37,8.72,337.39,INR
T00195,2024-06-02 18:06:09-04:00,S040,P0017,2,191.13,19.16,363.1,INR
T01034,2024-06-01 21:58:47+00:00,S004,P0139,5,70.82,15.91,338.19,INR
T00039,2024-06-01 13:09:03-04:00,S016,P0123,3,191.24,9.06,564.66,USD
T01092,2024-06-02 22:27:08-04:00,S009,P0012,0,289.01,14.84,-14.84,EUR
T00309,2024-06-01 17:30:12-04:00,S008,P0013,0,27.37,4.01,-4.01,INR
T00329,2024-06-01 20:54:07+00:00,S033,P0046,1,193.84,16.92,176.92,USD
T01147,2024-06-02 11:20:40+00:00,S010,P0102,2,18.03,15.94,20.12,INR
T00361,2024-06-02 16:06:04-04:00,S015,P0003,2,18.45,15.79,21.11,USD
T00834,2024-06-01 04:37:47+00:00,S038,P0191,1,259.28,1.68,257.6,EUR
T01069,2024-06-01 08:47:05-04:00,S045,P0151,2,78.45,11.42,145.48,INR
T00675,2024-06-01 22:49:18-04:00,S017,P0182,5,266.52,4.76,1327.84,INR
T00837,2024-06-02 08:00:05+00:00,S002,P0052,2,51.84,3.5,100.18,EUR
T00297,2024-06-01 20:13:26+00:00,S026,P0125,1,101.78,8.48,93.3,EUR
T00491,2024-06-01 03:58:52+00:00,S034,P0179,-1,20.09,14.79,-34.88,INR
T00017,2024-06-02 04:17:15+00:00,S039,P0105,0,45.4,17.34,-17.34,USD
